COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,COMPENSATION_AMOUNT,CLIENT_ID,CREATED_DATE
38547,2015-04-01,2015-06-30,24442,15000,11551,2015-07-07
38548,2015-04-01,2015-06-30,24442,30000,23381,2015-07-07
38549,2015-04-01,2015-06-30,24442,7500,15001,2015-07-07
38550,2015-04-01,2015-06-30,24442,15000,22622,2015-07-07
38551,2015-04-01,2015-06-30,24442,16313,16441,2015-07-07
38552,2015-04-01,2015-06-30,24442,15000,20901,2015-07-07
38554,2015-04-01,2015-06-30,24442,15000,24861,2015-07-07
38555,2015-04-01,2015-06-30,24442,15000,20481,2015-07-07
38556,2015-04-01,2015-06-30,24442,6000,11550,2015-07-07
38557,2015-04-01,2015-06-30,24442,18750,12139,2015-07-07
38559,2015-04-01,2015-06-30,24442,18000,24494,2015-07-07
38560,2015-04-01,2015-06-30,24442,18000,15701,2015-07-07
38562,2015-04-01,2015-06-30,22330,2500,20705,2015-07-07
38563,2015-04-01,2015-06-30,22273,5000,12892,2015-07-07
38564,2015-04-01,2015-06-30,22273,5000,22781,2015-07-07
38565,2015-04-01,2015-06-30,22272,5000,12892,2015-07-07
38566,2015-04-01,2015-06-30,22272,5000,22781,2015-07-07
38567,2015-04-01,2015-06-30,22871,120,12249,2015-07-07
38568,2015-04-01,2015-06-30,22871,1200,16841,2015-07-07
38569,2015-04-01,2015-06-30,23461,10000,20243,2015-07-07
38570,2015-04-01,2015-06-30,23461,10000,11734,2015-07-07
38581,2015-04-01,2015-06-30,22989,5000,21823,2015-07-07
38582,2015-04-01,2015-06-30,22419,12000,12057,2015-07-07
38583,2015-04-01,2015-06-30,22378,6000,11846,2015-07-07
38584,2015-04-01,2015-06-30,22378,7500,15944,2015-07-07
38585,2015-04-01,2015-06-30,22378,4500,11852,2015-07-07
38587,2015-04-01,2015-06-30,22378,7500,24453,2015-07-07
38588,2015-04-01,2015-06-30,22378,9000,23081,2015-07-07
38589,2015-04-01,2015-06-30,22378,6000,11847,2015-07-07
38590,2015-04-01,2015-06-30,22378,7500,14163,2015-07-07
38601,2015-04-01,2015-06-30,24546,950,22501,2015-07-07
38602,2015-04-01,2015-06-30,23101,1923,20841,2015-07-07
38603,2015-04-01,2015-06-30,22495,8750,23061,2015-07-07
38604,2015-04-01,2015-06-30,22713,4000,12225,2015-07-07
38605,2015-04-01,2015-06-30,22372,1200,16762,2015-07-07
38606,2015-04-01,2015-06-30,22372,1500,15502,2015-07-07
38621,2015-01-01,2015-03-31,26021,4000,20921,2015-07-08
38641,2015-01-01,2015-03-31,26041,405,24721,2015-07-08
38643,2015-04-01,2015-06-30,23861,18000,25181,2015-07-08
38644,2015-04-01,2015-06-30,23861,12000,20995,2015-07-08
38662,2015-04-01,2015-06-30,24202,5567,13737,2015-07-08
38664,2015-04-01,2015-06-30,24101,1500,25322,2015-07-08
38665,2015-04-01,2015-06-30,22753,7500,16220,2015-07-08
38666,2015-04-01,2015-06-30,22753,10125,23101,2015-07-08
38667,2015-04-01,2015-06-30,22753,8000,16641,2015-07-08
38668,2015-04-01,2015-06-30,22753,6000,16648,2015-07-08
38669,2015-04-01,2015-06-30,22753,6000,24444,2015-07-08
38670,2015-04-01,2015-06-30,26061,1500,26521,2015-07-08
38671,2015-04-01,2015-06-30,26061,1200,16762,2015-07-08
38672,2015-04-01,2015-06-30,22753,6000,16644,2015-07-08
38673,2015-04-01,2015-06-30,22753,7500,23061,2015-07-08
38676,2015-04-01,2015-06-30,22753,3000,12711,2015-07-08
38682,2015-04-01,2015-06-30,22745,3000,12541,2015-07-09
38683,2015-04-01,2015-06-30,22745,3000,15903,2015-07-09
38684,2015-04-01,2015-06-30,24443,15000,25041,2015-07-09
38685,2015-04-01,2015-06-30,24443,19500,24495,2015-07-09
38686,2015-04-01,2015-06-30,24443,15000,24493,2015-07-09
38687,2015-04-01,2015-06-30,24443,27000,17045,2015-07-09
38688,2015-04-01,2015-06-30,24443,30000,14826,2015-07-09
38689,2015-04-01,2015-06-30,24443,15000,20962,2015-07-09
38690,2015-04-01,2015-06-30,24443,15000,11551,2015-07-09
38691,2015-04-01,2015-06-30,24443,30000,23381,2015-07-09
38692,2015-04-01,2015-06-30,24443,7500,15001,2015-07-09
38693,2015-04-01,2015-06-30,24443,15000,22622,2015-07-09
38694,2015-04-01,2015-06-30,24443,16313,16441,2015-07-09
38695,2015-04-01,2015-06-30,24443,5000,20901,2015-07-09
38697,2015-04-01,2015-06-30,24443,15000,24861,2015-07-09
38698,2015-04-01,2015-06-30,24443,15000,20481,2015-07-09
38699,2015-04-01,2015-06-30,24443,6000,11550,2015-07-09
38700,2015-04-01,2015-06-30,24443,18750,12139,2015-07-09
38702,2015-04-01,2015-06-30,24443,18000,24494,2015-07-09
38703,2015-04-01,2015-06-30,24443,18000,15701,2015-07-09
38704,2015-04-01,2015-06-30,24444,15000,25041,2015-07-09
38705,2015-04-01,2015-06-30,24444,19500,24495,2015-07-09
38706,2015-04-01,2015-06-30,24444,15000,24493,2015-07-09
38707,2015-04-01,2015-06-30,24444,27000,17045,2015-07-09
38708,2015-04-01,2015-06-30,24444,30000,14826,2015-07-09
38709,2015-04-01,2015-06-30,24444,15000,20962,2015-07-09
38710,2015-04-01,2015-06-30,24444,15000,11551,2015-07-09
38711,2015-04-01,2015-06-30,24444,30000,23381,2015-07-09
38712,2015-04-01,2015-06-30,24444,7500,15001,2015-07-09
38713,2015-04-01,2015-06-30,24444,15000,22622,2015-07-09
38714,2015-04-01,2015-06-30,24444,16313,16441,2015-07-09
38715,2015-04-01,2015-06-30,24444,5000,20901,2015-07-09
38717,2015-04-01,2015-06-30,24444,15000,24861,2015-07-09
38718,2015-04-01,2015-06-30,24444,15000,20481,2015-07-09
38719,2015-04-01,2015-06-30,23141,9975,11537,2015-07-09
38720,2015-04-01,2015-06-30,24444,6000,11550,2015-07-09
38721,2015-04-01,2015-06-30,24444,18750,12139,2015-07-09
38723,2015-04-01,2015-06-30,23141,1500,24761,2015-07-09
38724,2015-04-01,2015-06-30,24444,18000,24494,2015-07-09
38725,2015-04-01,2015-06-30,24444,18000,15701,2015-07-09
38726,2015-04-01,2015-06-30,24981,1000,25801,2015-07-09
38741,2015-04-01,2015-06-30,22603,219,12642,2015-07-09
38761,2015-04-01,2015-06-30,22689,1500,17001,2015-07-09
38762,2015-04-01,2015-06-30,22747,2304,15803,2015-07-09
38763,2015-04-01,2015-06-30,22748,1440,15803,2015-07-09
38764,2015-04-01,2015-06-30,22751,720,15803,2015-07-09
38765,2015-04-01,2015-06-30,22373,200,18001,2015-07-09
38793,2015-04-01,2015-06-30,22750,576,15803,2015-07-09
38796,2015-04-01,2015-06-30,24801,1344,15803,2015-07-09
38802,2015-04-01,2015-06-30,22752,469,15803,2015-07-09
38804,2015-04-01,2015-06-30,22779,170,20704,2015-07-09
38821,2015-04-01,2015-06-30,25781,1000,26342,2015-07-09
38822,2015-04-01,2015-06-30,25781,1500,23602,2015-07-09
38823,2015-04-01,2015-06-30,25781,500,24042,2015-07-09
38824,2015-04-01,2015-06-30,25781,1000,24046,2015-07-09
38825,2015-04-01,2015-06-30,25781,1000,26343,2015-07-09
38826,2015-04-01,2015-06-30,25781,1000,25026,2015-07-09
38827,2015-04-01,2015-06-30,25781,3000,25023,2015-07-09
38828,2015-04-01,2015-06-30,25781,500,25025,2015-07-09
38829,2015-04-01,2015-06-30,25781,1500,25222,2015-07-09
38830,2015-04-01,2015-06-30,25781,1000,25641,2015-07-09
38831,2015-04-01,2015-06-30,25781,1000,25642,2015-07-09
38832,2015-04-01,2015-06-30,25781,1000,25643,2015-07-09
38833,2015-04-01,2015-06-30,25781,500,25902,2015-07-09
38834,2015-04-01,2015-06-30,25781,1000,25903,2015-07-09
38835,2015-04-01,2015-06-30,25781,1000,25904,2015-07-09
38836,2015-04-01,2015-06-30,25781,1000,25905,2015-07-09
38837,2015-04-01,2015-06-30,25781,9200,25906,2015-07-09
38838,2015-04-01,2015-06-30,25781,500,26341,2015-07-09
38839,2015-01-01,2015-03-31,26143,790,22541,2015-07-09
38840,2015-01-01,2015-03-31,26143,2763,23169,2015-07-09
38841,2015-01-01,2015-03-31,26143,198,25381,2015-07-09
38842,2015-04-01,2015-06-30,25781,500,26344,2015-07-09
38843,2015-04-01,2015-06-30,25781,500,22826,2015-07-09
38844,2015-04-01,2015-06-30,25781,1000,25021,2015-07-09
38845,2015-04-01,2015-06-30,25781,5760,25901,2015-07-09
38861,2015-04-01,2015-06-30,22614,228,24524,2015-07-09
38862,2015-04-01,2015-06-30,22619,322,24526,2015-07-09
38863,2015-04-01,2015-06-30,22618,478,24526,2015-07-09
38864,2015-04-01,2015-06-30,22609,687,24522,2015-07-09
38882,2015-04-01,2015-06-30,23016,3000,24697,2015-07-10
38892,2015-04-01,2015-06-30,23030,15000,22904,2015-07-10
38893,2015-01-01,2015-03-31,26162,4000,12515,2015-07-10
38894,2015-01-01,2015-03-31,26162,2000,14862,2015-07-10
38896,2015-04-01,2015-06-30,22758,10000,16220,2015-07-10
38897,2015-04-01,2015-06-30,22533,1000,20989,2015-07-10
38901,2015-04-01,2015-06-30,24547,1710,13659,2015-07-10
38921,2015-04-01,2015-06-30,22368,750,17983,2015-07-10
38923,2015-04-01,2015-06-30,22368,1500,22481,2015-07-10
38924,2015-04-01,2015-06-30,22700,2500,11592,2015-07-10
38925,2015-04-01,2015-06-30,22700,3000,16918,2015-07-10
38926,2015-04-01,2015-06-30,22700,2500,11594,2015-07-10
38927,2015-04-01,2015-06-30,22700,1000,11588,2015-07-10
38928,2015-04-01,2015-06-30,22700,2500,16938,2015-07-10
38929,2015-04-01,2015-06-30,22700,2500,16937,2015-07-10
38930,2015-04-01,2015-06-30,22700,4000,16939,2015-07-10
38931,2015-04-01,2015-06-30,22700,3000,20421,2015-07-10
38932,2015-04-01,2015-06-30,22700,3000,20581,2015-07-10
38933,2015-04-01,2015-06-30,22700,2500,11598,2015-07-10
38934,2015-04-01,2015-06-30,22700,3000,22622,2015-07-10
38935,2015-04-01,2015-06-30,22700,3000,16911,2015-07-10
38936,2015-04-01,2015-06-30,22700,1000,23101,2015-07-10
38937,2015-04-01,2015-06-30,22700,4000,20884,2015-07-10
38938,2015-04-01,2015-06-30,22700,4000,16926,2015-07-10
38939,2015-04-01,2015-06-30,22700,1000,18146,2015-07-10
38941,2015-04-01,2015-06-30,23821,1000,19101,2015-07-10
38961,2015-04-01,2015-06-30,25441,1500,26121,2015-07-10
38981,2015-04-01,2015-06-30,23521,21000,14759,2015-07-13
39001,2015-04-01,2015-06-30,23062,5000,13278,2015-07-13
39002,2015-04-01,2015-06-30,25423,750,24321,2015-07-13
39003,2015-04-01,2015-06-30,24422,4201,14040,2015-07-13
39004,2015-04-01,2015-06-30,25423,500,26101,2015-07-13
39005,2015-04-01,2015-06-30,25423,1750,25421,2015-07-13
39007,2015-04-01,2015-06-30,22566,1000,16741,2015-07-13
39008,2015-04-01,2015-06-30,22770,3750,24591,2015-07-13
39011,2015-04-01,2015-06-30,24042,3000,11917,2015-07-13
39012,2015-04-01,2015-06-30,24042,2500,12540,2015-07-13
39013,2015-04-01,2015-06-30,24042,2500,21037,2015-07-13
39014,2015-04-01,2015-06-30,24042,2500,20009,2015-07-13
39015,2015-04-01,2015-06-30,22502,27500,24484,2015-07-13
39016,2015-04-01,2015-06-30,24042,2000,12257,2015-07-13
39017,2015-04-01,2015-06-30,23014,22640,20682,2015-07-13
39018,2015-04-01,2015-06-30,24042,4000,21205,2015-07-13
39020,2015-04-01,2015-06-30,25902,8722,24699,2015-07-13
39021,2015-04-01,2015-06-30,25902,16061,25401,2015-07-13
39022,2015-04-01,2015-06-30,25902,17351,11757,2015-07-13
39023,2015-04-01,2015-06-30,25902,14835,21422,2015-07-13
39024,2015-04-01,2015-06-30,25902,7676,26441,2015-07-13
39025,2015-04-01,2015-06-30,25902,60744,20682,2015-07-13
39026,2015-04-01,2015-06-30,25902,11159,18005,2015-07-13
39027,2015-04-01,2015-06-30,25902,11159,18004,2015-07-13
39041,2015-04-01,2015-06-30,25903,4147,24699,2015-07-13
39042,2015-04-01,2015-06-30,25903,9280,25401,2015-07-13
39043,2015-04-01,2015-06-30,25903,4205,12494,2015-07-13
39044,2015-04-01,2015-06-30,25903,9193,21422,2015-07-13
39045,2015-04-01,2015-06-30,25903,12499,20682,2015-07-13
39046,2015-04-01,2015-06-30,25903,2784,26441,2015-07-13
39047,2015-04-01,2015-06-30,25903,12151,18005,2015-07-13
39048,2015-04-01,2015-06-30,25903,12151,18004,2015-07-13
39049,2015-04-01,2015-06-30,22537,106,16746,2015-07-13
39050,2015-04-01,2015-06-30,24262,385,16746,2015-07-13
39051,2015-01-01,2015-03-31,26202,25000,12784,2015-07-13
39052,2015-01-01,2015-03-31,26202,37500,21081,2015-07-13
39053,2015-04-01,2015-06-30,25423,1750,20763,2015-07-13
39054,2015-04-01,2015-06-30,22955,15000,22161,2015-07-13
39061,2015-04-01,2015-06-30,22577,2500,16917,2015-07-13
39062,2015-04-01,2015-06-30,22577,6000,24506,2015-07-13
39063,2015-04-01,2015-06-30,22577,6000,22384,2015-07-13
39064,2015-04-01,2015-06-30,22577,6000,24505,2015-07-13
39081,2015-04-01,2015-06-30,22866,40,12608,2015-07-13
39101,2015-04-01,2015-06-30,24721,5000,16383,2015-07-14
39102,2015-04-01,2015-06-30,24721,3000,17425,2015-07-14
39104,2015-04-01,2015-06-30,24721,5000,25141,2015-07-14
39105,2015-04-01,2015-06-30,24721,5000,25701,2015-07-14
39106,2015-04-01,2015-06-30,24721,5000,16821,2015-07-14
39107,2015-04-01,2015-06-30,24721,4000,15823,2015-07-14
39108,2015-04-01,2015-06-30,24721,5000,24182,2015-07-14
39109,2015-04-01,2015-06-30,24721,6000,22622,2015-07-14
39110,2015-04-01,2015-06-30,24721,6000,21543,2015-07-14
39111,2015-04-01,2015-06-30,24721,7500,21087,2015-07-14
39112,2015-04-01,2015-06-30,24721,3000,16385,2015-07-14
39113,2015-04-01,2015-06-30,24721,5000,12837,2015-07-14
39114,2015-04-01,2015-06-30,24721,5000,13626,2015-07-14
39115,2015-04-01,2015-06-30,22833,500,16711,2015-07-14
39119,2015-04-01,2015-06-30,24261,11487,13838,2015-07-14
39123,2015-04-01,2015-06-30,22963,5309,24672,2015-07-14
39132,2015-04-01,2015-06-30,22798,1000,12638,2015-07-14
39133,2015-04-01,2015-06-30,22270,1500,24382,2015-07-14
39134,2015-04-01,2015-06-30,24521,1000,13629,2015-07-14
39135,2015-04-01,2015-06-30,22800,1000,12638,2015-07-14
39136,2015-04-01,2015-06-30,22800,500,24643,2015-07-14
39138,2015-04-01,2015-06-30,22800,1000,21022,2015-07-14
39140,2015-04-01,2015-06-30,22800,1000,24645,2015-07-14
39141,2015-04-01,2015-06-30,22800,1000,20076,2015-07-14
39142,2015-04-01,2015-06-30,22800,3000,24644,2015-07-14
39144,2015-04-01,2015-06-30,24521,1000,24902,2015-07-14
39145,2015-04-01,2015-06-30,24521,1000,24634,2015-07-14
39146,2015-04-01,2015-06-30,24521,1000,25541,2015-07-14
39147,2015-04-01,2015-06-30,24521,1000,24041,2015-07-14
39148,2015-04-01,2015-06-30,24521,1000,24901,2015-07-14
39149,2015-04-01,2015-06-30,24521,1000,19101,2015-07-14
39150,2015-04-01,2015-06-30,24521,1000,24635,2015-07-14
39151,2015-04-01,2015-06-30,22611,20000,12579,2015-07-14
39152,2015-04-01,2015-06-30,24441,18000,18702,2015-07-14
39153,2015-04-01,2015-06-30,24441,11250,12351,2015-07-14
39154,2015-04-01,2015-06-30,24441,18000,12352,2015-07-14
39155,2015-04-01,2015-06-30,24441,24000,12359,2015-07-14
39156,2015-04-01,2015-06-30,24441,30000,12354,2015-07-14
39157,2015-04-01,2015-06-30,24441,21000,17484,2015-07-14
39158,2015-04-01,2015-06-30,24441,3000,23561,2015-07-14
39159,2015-04-01,2015-06-30,24441,15000,25501,2015-07-14
39160,2015-04-01,2015-06-30,24441,21000,24590,2015-07-14
39161,2015-04-01,2015-06-30,24441,22500,17581,2015-07-14
39162,2015-04-01,2015-06-30,24441,22500,24021,2015-07-14
39163,2015-04-01,2015-06-30,24441,33000,11703,2015-07-14
39167,2015-04-01,2015-06-30,22784,6250,12687,2015-07-14
39168,2015-04-01,2015-06-30,22784,6250,23181,2015-07-14
39169,2015-04-01,2015-06-30,22782,6250,12687,2015-07-14
39170,2015-04-01,2015-06-30,22782,6250,23181,2015-07-14
39185,2015-04-01,2015-06-30,22410,4000,12807,2015-07-14
39186,2015-04-01,2015-06-30,22345,17525,16880,2015-07-14
39187,2015-01-01,2015-03-31,26241,2900,24519,2015-07-14
39189,2015-01-01,2015-03-31,26241,2500,24612,2015-07-14
39191,2015-01-01,2015-03-31,26241,2000,20663,2015-07-14
39192,2015-01-01,2015-03-31,26241,1000,19481,2015-07-14
39193,2015-01-01,2015-03-31,26241,500,24513,2015-07-14
39194,2015-01-01,2015-03-31,26241,500,20095,2015-07-14
39195,2015-01-01,2015-03-31,26241,1000,15924,2015-07-14
39196,2015-01-01,2015-03-31,26241,1000,19482,2015-07-14
39197,2015-01-01,2015-03-31,26241,500,24615,2015-07-14
39198,2015-01-01,2015-03-31,26241,2000,15165,2015-07-14
39200,2015-01-01,2015-03-31,26241,1000,24511,2015-07-14
39201,2015-01-01,2015-03-31,26241,500,24510,2015-07-14
39203,2015-01-01,2015-03-31,26241,1000,24614,2015-07-14
39204,2015-01-01,2015-03-31,26241,500,11999,2015-07-14
39205,2015-01-01,2015-03-31,26241,1500,22841,2015-07-14
39211,2015-04-01,2015-06-30,24423,210,22121,2015-07-14
39212,2015-04-01,2015-06-30,24423,7455,24723,2015-07-14
39215,2015-04-01,2015-06-30,24423,473,24586,2015-07-14
39224,2015-04-01,2015-06-30,24423,525,22123,2015-07-14
39225,2015-04-01,2015-06-30,24423,376,21027,2015-07-14
39226,2015-04-01,2015-06-30,24423,368,24488,2015-07-14
39228,2015-04-01,2015-06-30,26243,4000,12807,2015-07-14
39229,2015-01-01,2015-03-31,26243,2500,12807,2015-07-14
39230,2015-04-01,2015-06-30,24424,81,15243,2015-07-14
39231,2015-04-01,2015-06-30,24424,5427,24488,2015-07-14
39232,2015-04-01,2015-06-30,25501,8440,24463,2015-07-14
39233,2015-04-01,2015-06-30,25501,4400,26142,2015-07-14
39234,2015-04-01,2015-06-30,25501,3920,26141,2015-07-14
39235,2015-04-01,2015-06-30,25501,2320,20681,2015-07-14
39236,2015-04-01,2015-06-30,25501,3320,26143,2015-07-14
39237,2015-04-01,2015-06-30,25501,5920,24464,2015-07-14
39238,2015-04-01,2015-06-30,25424,10000,26001,2015-07-14
39240,2015-04-01,2015-06-30,25501,15840,21249,2015-07-14
39241,2015-04-01,2015-06-30,25501,6520,26144,2015-07-14
39242,2015-04-01,2015-06-30,25501,3040,22401,2015-07-14
39243,2015-04-01,2015-06-30,25501,2280,26145,2015-07-14
39244,2015-04-01,2015-06-30,25501,5520,24465,2015-07-14
39245,2015-04-01,2015-06-30,25424,7500,24558,2015-07-14
39247,2015-04-01,2015-06-30,25501,800,12565,2015-07-14
39248,2015-04-01,2015-06-30,25424,5000,24470,2015-07-14
39249,2015-04-01,2015-06-30,25501,920,19601,2015-07-14
39250,2015-04-01,2015-06-30,25424,25000,24641,2015-07-14
39251,2015-04-01,2015-06-30,25501,360,26146,2015-07-14
39252,2015-04-01,2015-06-30,25424,5000,18147,2015-07-14
39253,2015-04-01,2015-06-30,22536,356,19201,2015-07-14
39254,2015-04-01,2015-06-30,25424,7500,18148,2015-07-14
39256,2015-04-01,2015-06-30,22531,728,21028,2015-07-14
39259,2015-04-01,2015-06-30,25424,5000,16832,2015-07-14
39262,2015-04-01,2015-06-30,22531,9259,15243,2015-07-14
39283,2015-04-01,2015-06-30,22339,3325,24657,2015-07-14
39301,2015-04-01,2015-06-30,26281,1200,26641,2015-07-14
39302,2015-04-01,2015-06-30,26281,1500,26521,2015-07-14
39321,2015-04-01,2015-06-30,22588,15000,24301,2015-07-15
39341,2015-04-01,2015-06-30,23002,30000,15361,2015-07-15
39361,2015-04-01,2015-06-30,22701,20458,24447,2015-07-15
39362,2015-01-01,2015-03-31,26321,1500,24508,2015-07-15
39363,2015-04-01,2015-06-30,22397,4000,16683,2015-07-15
39364,2015-04-01,2015-06-30,22942,15000,22904,2015-07-15
39381,2015-04-01,2015-06-30,22789,4500,15906,2015-07-15
39382,2015-04-01,2015-06-30,22443,31875,16623,2015-07-15
39383,2015-04-01,2015-06-30,22665,1000,24541,2015-07-15
39384,2015-04-01,2015-06-30,25722,3000,11782,2015-07-15
39385,2015-04-01,2015-06-30,25722,1500,23542,2015-07-15
39386,2015-01-01,2015-03-31,26341,17625,12094,2015-07-15
39387,2015-04-01,2015-06-30,26341,17625,12094,2015-07-15
39388,2015-04-01,2015-06-30,26341,5250,12411,2015-07-15
39389,2015-01-01,2015-03-31,26341,5250,12411,2015-07-15
39390,2015-01-01,2015-03-31,26341,6000,24821,2015-07-15
39391,2015-04-01,2015-06-30,26341,2000,24821,2015-07-15
39392,2015-04-01,2015-06-30,25722,1500,17148,2015-07-15
39393,2015-04-01,2015-06-30,22663,1000,12653,2015-07-15
39394,2015-04-01,2015-06-30,22663,1000,20970,2015-07-15
39395,2015-04-01,2015-06-30,22663,1000,20967,2015-07-15
39396,2015-04-01,2015-06-30,22663,2000,12926,2015-07-15
39397,2015-04-01,2015-06-30,22663,800,12529,2015-07-15
39398,2015-04-01,2015-06-30,22663,1000,14748,2015-07-15
39410,2015-04-01,2015-06-30,24121,2000,21012,2015-07-15
39413,2015-04-01,2015-06-30,24121,2000,11653,2015-07-15
39415,2015-01-01,2015-03-31,26343,1540,12894,2015-07-15
39416,2015-01-01,2015-03-31,26343,1935,12899,2015-07-15
39418,2015-01-01,2015-03-31,26343,2367,15923,2015-07-15
39419,2015-01-01,2015-03-31,26343,38,15924,2015-07-15
39423,2015-01-01,2015-03-31,26343,1188,22662,2015-07-15
39424,2015-01-01,2015-03-31,26343,3344,23441,2015-07-15
39426,2015-01-01,2015-03-31,26343,2727,24384,2015-07-15
39428,2015-01-01,2015-03-31,26343,4223,24422,2015-07-15
39429,2015-01-01,2015-03-31,26343,572,24598,2015-07-15
39430,2015-01-01,2015-03-31,26343,1012,25281,2015-07-15
39431,2015-01-01,2015-03-31,26343,1231,25282,2015-07-15
39432,2015-01-01,2015-03-31,26343,308,25361,2015-07-15
39433,2015-01-01,2015-03-31,26343,1534,25362,2015-07-15
39438,2015-01-01,2015-03-31,26343,352,26042,2015-07-15
39439,2015-04-01,2015-06-30,26321,5000,25441,2015-07-15
39440,2015-04-01,2015-06-30,26321,5000,19802,2015-07-15
39441,2015-01-01,2015-03-31,26344,545,24448,2015-07-15
39444,2015-01-01,2015-03-31,26344,872,24519,2015-07-15
39446,2015-01-01,2015-03-31,26344,1090,24529,2015-07-15
39449,2015-04-01,2015-06-30,26321,4000,24508,2015-07-15
39450,2015-04-01,2015-06-30,26321,2500,26661,2015-07-15
39454,2015-04-01,2015-06-30,26241,1500,25921,2015-07-15
39458,2015-04-01,2015-06-30,26241,2500,24612,2015-07-15
39462,2015-04-01,2015-06-30,26241,1500,20663,2015-07-15
39463,2015-04-01,2015-06-30,26241,1500,19481,2015-07-15
39465,2015-04-01,2015-06-30,26241,1500,20095,2015-07-15
39467,2015-04-01,2015-06-30,26241,2000,19482,2015-07-15
39468,2015-04-01,2015-06-30,26241,2500,24615,2015-07-15
39469,2015-04-01,2015-06-30,26241,3500,15165,2015-07-15
39474,2015-04-01,2015-06-30,26241,1000,24614,2015-07-15
39476,2015-04-01,2015-06-30,26241,2500,22841,2015-07-15
39477,2015-04-01,2015-06-30,26241,1000,25922,2015-07-15
39478,2015-04-01,2015-06-30,26241,2500,26602,2015-07-15
39480,2015-04-01,2015-06-30,26241,1500,26604,2015-07-15
39481,2015-04-01,2015-06-30,26241,2000,26607,2015-07-15
39482,2015-04-01,2015-06-30,26241,500,26611,2015-07-15
39483,2015-04-01,2015-06-30,26241,1000,26609,2015-07-15
39484,2015-04-01,2015-06-30,26241,500,26610,2015-07-15
39501,2015-04-01,2015-06-30,22483,5000,16832,2015-07-16
39502,2015-04-01,2015-06-30,22468,346,24467,2015-07-16
39505,2015-01-01,2015-03-31,26361,1350,19082,2015-07-16
39506,2015-01-01,2015-03-31,26361,1125,22927,2015-07-16
39507,2015-01-01,2015-03-31,26361,1238,16890,2015-07-16
39508,2015-01-01,2015-03-31,26361,1125,19941,2015-07-16
39509,2015-01-01,2015-03-31,26361,720,13930,2015-07-16
39510,2015-01-01,2015-03-31,26361,119,25381,2015-07-16
39511,2015-01-01,2015-03-31,26361,1069,23921,2015-07-16
39512,2015-04-01,2015-06-30,25721,2500,26261,2015-07-16
39513,2015-04-01,2015-06-30,25721,2000,17148,2015-07-16
39514,2015-04-01,2015-06-30,25721,1000,23542,2015-07-16
39515,2015-04-01,2015-06-30,22996,1000,24676,2015-07-16
39516,2015-04-01,2015-06-30,25721,1500,25484,2015-07-16
39517,2015-04-01,2015-06-30,25721,1000,21066,2015-07-16
39518,2015-04-01,2015-06-30,25721,4000,26263,2015-07-16
39519,2015-04-01,2015-06-30,25721,2000,24387,2015-07-16
39520,2015-04-01,2015-06-30,25721,1500,14095,2015-07-16
39521,2015-04-01,2015-06-30,25721,4000,26264,2015-07-16
39522,2015-04-01,2015-06-30,25721,2000,26262,2015-07-16
39523,2015-04-01,2015-06-30,26361,3600,22927,2015-07-16
39524,2015-04-01,2015-06-30,26361,4500,19082,2015-07-16
39525,2015-04-01,2015-06-30,26361,2700,19941,2015-07-16
39526,2015-04-01,2015-06-30,26361,9000,16890,2015-07-16
39527,2015-04-01,2015-06-30,26361,475,25381,2015-07-16
39528,2015-04-01,2015-06-30,26361,1900,23921,2015-07-16
39529,2015-04-01,2015-06-30,26361,831,15844,2015-07-16
39530,2015-04-01,2015-06-30,26361,375,26701,2015-07-16
39531,2015-04-01,2015-06-30,22813,6000,11764,2015-07-16
39532,2015-04-01,2015-06-30,22828,6000,11764,2015-07-16
39533,2015-04-01,2015-06-30,22911,960,13079,2015-07-16
39534,2015-04-01,2015-06-30,22924,510,14922,2015-07-16
39535,2015-04-01,2015-06-30,22943,2600,12633,2015-07-16
39536,2015-04-01,2015-06-30,22953,1889,12633,2015-07-16
39537,2015-04-01,2015-06-30,25181,575,25821,2015-07-16
39538,2015-04-01,2015-06-30,25181,1700,25128,2015-07-16
39540,2015-04-01,2015-06-30,25181,4500,24583,2015-07-16
39541,2015-04-01,2015-06-30,25181,4000,23523,2015-07-16
39544,2015-04-01,2015-06-30,22716,1500,15781,2015-07-16
39546,2015-04-01,2015-06-30,25181,16000,14765,2015-07-16
39547,2015-04-01,2015-06-30,25181,14000,24491,2015-07-16
39548,2015-04-01,2015-06-30,25181,1600,20943,2015-07-16
39552,2015-04-01,2015-06-30,25181,350,12102,2015-07-16
39553,2015-04-01,2015-06-30,22685,2524,12544,2015-07-16
39554,2015-04-01,2015-06-30,25181,3400,18264,2015-07-16
39556,2015-04-01,2015-06-30,25181,350,24539,2015-07-16
39557,2015-04-01,2015-06-30,25181,1200,11796,2015-07-16
39561,2015-04-01,2015-06-30,25181,7200,20964,2015-07-16
39562,2015-04-01,2015-06-30,25181,4000,25125,2015-07-16
39566,2015-04-01,2015-06-30,25181,1800,24536,2015-07-16
39567,2015-04-01,2015-06-30,25581,5000,21152,2015-07-16
39568,2015-04-01,2015-06-30,25581,5000,25042,2015-07-16
39569,2015-04-01,2015-06-30,25581,5000,18723,2015-07-16
39570,2015-04-01,2015-06-30,25581,5000,24473,2015-07-16
39571,2015-04-01,2015-06-30,25581,5000,24475,2015-07-16
