EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CREATED_DATE
5487,2014-04-01,2014-06-30,22490,"Filing fee",525,2014-06-23,"Filing fee","City of chicago",22826,2015-01-12
5488,2014-04-01,2014-06-30,22490,"Filing fee",1025,2014-06-11,"Filing fee","City of chicago",22827,2015-01-12
5489,2014-04-01,2014-06-30,22490,"Filing Fee",1025,2014-06-11,"Filing fee","City of Chicago",22827,2015-01-12
5490,2014-04-01,2014-06-30,22490,"Filing Fee",1025,2014-06-11,"Filing Fee","City of Chicago",22827,2015-01-12
5491,2014-04-01,2014-06-30,22490,"Filing fee",1075,2014-06-27,F,"City of chicago",22828,2015-01-12
5492,2014-04-01,2014-06-30,22490,"Filing fee",1025,2014-06-27,"Filing fee","City of chicago",22829,2015-01-12
5493,2014-07-01,2014-09-30,22490,Zoning,1025,2014-07-24,"Filing fee","City of chicago",23122,2015-01-12
5494,2014-07-01,2014-09-30,22490,Zoning,1025,2014-07-21,"Filing fee","City of chicago",23322,2015-01-12
5495,2014-07-01,2014-09-30,22490,Zoning,1025,2014-08-01,"filing fee","City of chicago",23324,2015-01-12
5496,2014-10-01,2014-12-31,22490,"Filing fee",525,2014-12-05,f,"City of chicago",23324,2015-01-12
5497,2014-10-01,2014-12-31,22490,"Filing fee",525,2014-12-05,"Filing fee","City of chicago",23325,2015-01-12
5498,2014-07-01,2014-09-30,22490,Zoning,525,2014-08-05,"Filing fee","City of chicago",23325,2015-01-12
5499,2014-07-01,2014-09-30,22490,Zoning,1025,2014-08-21,"Filing fee","City of chicago",23326,2015-01-12
5500,2014-07-01,2014-09-30,22490,Zoning,1025,2014-09-02,"Filing fee","City of chicago",23327,2015-01-12
5501,2014-07-01,2014-09-30,22490,Zoning,1050,2014-09-30,"Filing fee","City of chicago",23328,2015-01-12
5502,2014-07-01,2014-09-30,22490,"Filing fee",1025,2014-08-28,"Filing fee","City of chicago",23329,2015-01-12
5503,2014-07-01,2014-09-30,22490,Zoning,1025,2014-09-03,"Filing fee","City of chicago",23330,2015-01-12
5504,2014-07-01,2014-09-30,22490,Zoning,1025,2014-09-02,"Filing fee","City of chicago",23601,2015-01-12
5505,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-11-11,"Filing fee","City of chicago",23601,2015-01-12
5506,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-10-03,"Filing fee","City of chicago",23602,2015-01-12
5507,2014-07-01,2014-09-30,22490,Zoning,1025,2014-09-30,"Filing fee","City of chicago",23602,2015-01-12
5508,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-11-07,"Filing fee","City of chicago",23604,2015-01-12
5509,2014-07-01,2014-09-30,22490,Zoning,1025,2014-09-29,"Filing fee","City of chicago",23604,2015-01-12
5510,2014-07-01,2014-09-30,22490,Zoning,500,2014-09-30,"Filing fee","City of chicago",23605,2015-01-12
5511,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-11-06,"Filing fee","City of chicago",24042,2015-01-12
5512,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-12-04,"Filing fee","City of chicago",24043,2015-01-12
5513,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-11-10,"Filing fee","City of chicago",24044,2015-01-12
5514,2014-10-01,2014-12-31,22490,"Filing fee",525,2014-12-05,"Filing fee","City of chicago",24045,2015-01-12
5515,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-12-04,"Filing fee","City of chicago",24046,2015-01-12
5516,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-12-16,f,"City of chicago",24241,2015-01-12
5517,2014-10-01,2014-12-31,22490,"Filing fee",525,2014-12-11,"Filing fee","City of chicago",24242,2015-01-12
5518,2014-10-01,2014-12-31,22490,"Filing fee",1025,2014-12-15,"Filing fee","City of chicago",24243,2015-01-12
5519,2014-01-01,2014-03-31,22492,"Filing Fee",500,2014-03-06,"Fling Fee","City of Chicago",21984,2015-01-12
5520,2014-07-01,2014-09-30,22492,Zoning,525,2014-09-22,"Filing fee","City of chicago",21984,2015-01-12
5521,2014-10-01,2014-12-31,22492,"Filing fee",525,2014-10-03,"Filing fee","City of chicago",21984,2015-01-12
5522,2014-01-01,2014-03-31,22492,"Filing Fee",1025,2014-03-17,"Fling Fee","City of Chicago",21984,2015-01-12
5525,2014-07-01,2014-09-30,22492,Zoning,1050,2014-09-30,"Filing fee","City of chicago",23328,2015-01-12
5527,2014-07-01,2014-09-30,22492,Zoning,1025,2014-07-24,"Filing fee","City of chicago",23122,2015-01-12
5528,2014-07-01,2014-09-30,22492,Zoning,1025,2014-08-29,"Filing fee","City of chicago",21623,2015-01-12
5529,2014-01-01,2014-03-31,22492,"Filing Fee",1025,2014-01-28,"Filing Fee","City of Chicago",21623,2015-01-12
5531,2014-07-01,2014-09-30,22492,Zoning,525,2014-08-21,"Filing fee","City of chicago",11882,2015-01-12
5532,2014-01-01,2014-03-31,22492,"Filing Fee",525,2014-03-06,"Filing Fee","City of Chicago",11882,2015-01-12
5533,2014-01-01,2014-03-31,22492,"Fling Fee",525,2014-03-06,"Filing Fee","City of Chicago",11882,2015-01-12
5534,2014-04-01,2014-06-30,22492,"Filing fee",1025,2014-05-22,"Filing fee","City of chicago",22666,2015-01-12
5535,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-11-07,"Filing fee","City of chicago",22666,2015-01-12
5536,2014-04-01,2014-06-30,22492,Zoning,1025,2014-04-23,"Filing fee","City of Chicago",22361,2015-01-12
5538,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-11-11,"Filing fee","City of chicago",23601,2015-01-12
5539,2014-07-01,2014-09-30,22492,Zoning,1025,2014-09-02,"Filing fee","City of chicago",23601,2015-01-12
5541,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-12-16,f,"City of chicago",24241,2015-01-12
5543,2014-10-01,2014-12-31,22492,"Filing fee",525,2014-12-05,"Filing fee","City of chicago",24045,2015-01-12
5547,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-12-04,"Filing fee","City of chicago",24043,2015-01-12
5548,2014-07-01,2014-09-30,22492,Zoning,1025,2014-08-01,"filing fee","City of chicago",23324,2015-01-12
5549,2014-10-01,2014-12-31,22492,"Filing fee",525,2014-12-05,f,"City of chicago",23324,2015-01-12
5551,2014-07-01,2014-09-30,22492,Zoning,500,2014-09-30,"Filing fee","City of chicago",23605,2015-01-12
5554,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-12-15,"Filing fee","City of chicago",24243,2015-01-12
5556,2014-10-01,2014-12-31,22492,"Filing fee",525,2014-12-11,"Filing fee","City of chicago",24242,2015-01-12
5557,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-12-04,"Filing fee","City of chicago",24046,2015-01-12
5561,2014-01-01,2014-03-31,22492,"Filing Fee",525,2014-02-17,"Filing Fee","City of Chicago",21628,2015-01-12
5562,2014-04-01,2014-06-30,22492,"Filing Fee",1025,2014-06-11,"Filing fee","City of Chicago",22827,2015-01-12
5563,2014-04-01,2014-06-30,22492,"Filing fee",1025,2014-06-11,"Filing fee","City of chicago",22827,2015-01-12
5564,2014-04-01,2014-06-30,22492,"Filing Fee",1025,2014-06-11,"Filing Fee","City of Chicago",22827,2015-01-12
5565,2014-10-01,2014-12-31,22492,"filing fee",1025,2014-12-04,"Filing fee","city of chicago",18941,2015-01-12
5566,2014-07-01,2014-09-30,22492,Zoning,1025,2014-09-30,"Filing fee","City of chicago",18941,2015-01-12
5567,2014-10-01,2014-12-31,22492,"Filing fee",1025,2014-10-02,"Filing fee","City of chicago",18941,2015-01-12
5568,2014-04-01,2014-06-30,22492,"Filing fee",1025,2014-05-21,"Filing fee","City of chicago",22667,2015-01-12
5569,2014-10-01,2014-12-31,18923,"Planned Development Applications",1150,2014-11-19,"Filing Fee","City of Chicago, Dept. of Revenue",21156,2015-01-13
5570,2014-10-01,2014-12-31,19121,"Procurement of Financial Services",412,2014-10-10,"travel expenses",n/a,18341,2015-01-14
5571,2014-10-01,2014-12-31,19121,"Procurement of Financial Services",415,2014-10-07,"travel expenses",n/a,18341,2015-01-14
5572,2014-10-01,2014-12-31,19121,"Procurement of Financial Services",415,2014-10-30,"travel expenses",n/a,18341,2015-01-14
5573,2014-01-01,2014-03-31,22699,"Lobbying fee",3825,2014-01-14,"Lobbyist fee","Board of Ethics",20763,2015-01-16
5574,2014-01-01,2014-03-31,22699,research,491,2014-02-28,"Legal Research","West Law",20763,2015-01-16
5575,2014-01-01,2014-03-31,22699,"court fee",400,2014-02-06,"Filing Fee","Northern District of IL",20763,2015-01-16
5576,2014-01-01,2014-03-31,22699,"Court fee",400,2014-02-06,"Filing Fee","Northern District of IL",20763,2015-01-16
5577,2014-01-01,2014-03-31,22699,Copying,1396,2014-02-13,"Document Production","Strategic Document Solutions",20763,2015-01-16
5578,2014-01-01,2014-03-31,22699,research,491,2014-02-28,"Legal research","West Law",20763,2015-01-16
5579,2014-01-01,2014-03-31,22699,"lobbyist fee",3825,2014-01-14,"Lobbyist Fee","Chgo Board of Ethics",20763,2015-01-16
5580,2014-01-01,2014-03-31,22699,copying,1396,2014-02-13,"Document production","Strategic Document Solutions",20763,2015-01-16
5581,2014-01-01,2014-03-31,22699,"lobbyist fee",3825,2014-01-14,"Lobbyist Fee","Chgo Board of Ethics",20763,2015-01-16
5582,2014-01-01,2014-03-31,22699,Research,379,2014-01-31,"Legal Research","West Law",20763,2015-01-16
5583,2014-01-01,2014-03-31,22699,research,379,2014-01-31,"Legal Research","West Law",20763,2015-01-16
5584,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",854,2014-12-11,Copying/Printing/Drafting,"FedEx Office",13687,2015-01-16
5585,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",566,2014-12-10,Copying/Printing/Drafting,"FedEx Office",13687,2015-01-16
5586,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",609,2014-12-29,Airfare,"United Airlines",13687,2015-01-16
5587,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",957,2014-12-16,Airfare,"United Airlines",13687,2015-01-16
5588,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",954,2014-12-05,Airfare,"United Airlines",13687,2015-01-16
5589,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",1138,2014-10-06,Airfare,"United Airlines",13687,2015-01-16
5590,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",1138,2014-10-06,Airfare,"United Airlines",13687,2015-01-16
5591,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",640,2014-11-07,Airfare,"United Airlines",13687,2015-01-16
5592,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",313,2014-11-18,Hotel,"Hilton Hotels",13687,2015-01-16
5593,2014-10-01,2014-12-31,16331,"City of Chicago Presentation",395,2014-10-01,Hotel,"Hilton Hotels",13687,2015-01-16
5596,2014-10-01,2014-12-31,16254,"Alderman Cardenas fundraiser",440,2014-12-18,Lodging,"The Wit Hotel - 201 North State Street, Chicago, IL 60601",16850,2015-01-17
5597,2014-10-01,2014-12-31,16254,"Alderman Cardenas fundraiser",617,2015-01-13,Airfare,"United Airlines, Inc - 233 S. Wacker Drive, Chicago, IL 60606",16850,2015-01-17
5598,2014-10-01,2014-12-31,16585,"Promote Wal-Mart in Chicago.",709,2014-10-16,Airfare,"American Airlines",20884,2015-01-19
5599,2014-10-01,2014-12-31,16585,"Siting of New Stores and Reputation Advocacy",25000,2014-11-10,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron Street, Suite 600, Chicago, IL 60654--Communications Firm",20884,2015-01-19
5600,2014-10-01,2014-12-31,16585,"Siting of New Stores and Reputation Advocacy",25000,2014-12-03,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron Street, Suite 600, Chicago, IL 60654--Communications Firm",20884,2015-01-19
5602,2014-10-01,2014-12-31,16585,"Government and Regulatory Issues",6000,2014-11-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearborn Street, Suite 2200, Chicago, IL 60602--Government Affairs Firm",20884,2015-01-19
5603,2014-10-01,2014-12-31,16585,"Government and Regulatory Issues",6000,2014-12-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearborn Street, Suite 2200, Chicago, IL 60602--Government Affairs Firm",20884,2015-01-19
5604,2014-10-01,2014-12-31,16585,"Siting of New Stores and Reputation Advocacy",25000,2014-12-29,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron Street, Suite 600, Chicago, IL 60654--Communications Firm",20884,2015-01-19
5605,2014-10-01,2014-12-31,17224,"Modification of Plastic Bag Ordinance",1250,2014-10-31,"Advocacy and Monitoring","The Perman Group, 1904 West Newport Ave., Chicago, IL 60657",15610,2015-01-19
5606,2014-10-01,2014-12-31,17224,"Modification of Plastic Bag Ordinance",1250,2014-11-30,"Advocacy and Monitoring","The Perman Group, 1904 West Newport Ave., Chicago, IL 60657",15610,2015-01-19
5607,2014-10-01,2014-12-31,17224,"Modification of Plastic Bag Ordinance",1250,2014-12-31,"Advocacy and Monitoring","The Perman Group, 1904 West Newport Ave., Chicago, IL 60657",15610,2015-01-19
5608,2014-10-01,2014-12-31,17309,"City Digital Network Program Implementation Meetings",3344,2014-10-02,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2015-01-19
5609,2014-10-01,2014-12-31,17309,"City Digital Network Program Implementation Meetings",2372,2014-10-10,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2015-01-19
5610,2014-10-01,2014-12-31,17309,"City Digital Network Program Implementation Meetings",2525,2014-10-30,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2015-01-19
5611,2014-10-01,2014-12-31,16893,"Red Light Program",367,2014-10-08,Airfare,"Southwest Airlines - 2702 Love Field Dr Dallas, TX 75235",14759,2015-01-20
5612,2014-10-01,2014-12-31,17277,"cps meeting",267,2014-10-15,hotel,ritz,12844,2015-01-20
5613,2014-10-01,2014-12-31,17277,"cps meeting",430,2014-10-15,flight,swa,12844,2015-01-20
5614,2014-10-01,2014-12-31,22042,"Travel to Chicago to educate Mayor's office",500,2014-11-20,Travel,"United Airlines",24221,2015-01-20
5621,2015-01-01,2015-03-31,22290,"Application for Street and Alley Vacation Program Commercial/Residential for S. Eggleston Ave. at W. 91st St.",350,2015-01-01,"Application Fee","City of Chicago, Department of Revenue, 121 N. LaSalle St., Chicago, IL 60602",24401,2015-04-01
5641,2015-01-01,2015-03-31,22524,Travel,400,2015-01-08,"Visit to Comptroller","Raymond James, Richmond, VA, Underwriting",12844,2015-04-03
5661,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-01-08,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5662,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-01-15,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5663,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-01-29,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5664,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-02-19,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5665,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-03-05,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5666,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-03-12,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5667,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-03-19,"Weekly Meeting Chicago Digital Network","CFO team (Lucien Carter, Colleen Stone), CDOT (Maureen West), Dpt. of Buildings (Matt Beaudet), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), 2FM (Jennifer Muss), OEMC (Anna Statham), Mayor?s Office (Claudia Chavez)",16623,2015-04-04
5668,2015-01-01,2015-03-31,22336,"Travels and Meals for self",806,2015-03-12,"BRT Loop project review","CDOT (Kevin O'Maley), Finance (Scott Yonover)",12425,2015-04-04
5701,2015-01-01,2015-03-31,23881,"Filing fee",500,2015-03-31,"Filing fee","City of Chicago",23121,2015-04-07
5702,2015-01-01,2015-03-31,23881,"Filing Fee",1000,2015-03-31,"Filing Fee","City of Chicago",25023,2015-04-07
5703,2015-01-01,2015-03-31,23881,"Filing Fee",1000,2015-02-27,"Filing Fee","City of Chicago",24688,2015-04-07
5704,2015-01-01,2015-03-31,23881,"Filing fee",500,2015-03-31,"Filing fee","City of Chicago",22826,2015-04-07
5705,2015-01-01,2015-03-31,23881,"Filing Fee",1500,2015-03-31,"Filing Fee","City of Chicago",25222,2015-04-07
5706,2015-01-01,2015-03-31,23881,"Filing Fee",500,2015-02-27,"Filing fee","City of Chicago",25027,2015-04-07
5707,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing fee","City of Chicago",22361,2015-04-07
5708,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing fee","City of Chicago",25022,2015-04-07
5709,2015-01-01,2015-03-31,23881,"Filing Fee",500,2015-03-31,"Filing fee","City of Chicago",25026,2015-04-07
5710,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing Fee","City of Chicago",25024,2015-04-07
5711,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing fee","City of Chicago",24687,2015-04-07
5712,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing fee","City of Chicago",18941,2015-04-07
5713,2015-01-01,2015-03-31,23881,"Filing fee",500,2015-03-31,"Filing fee","City of Chicago",24044,2015-04-07
5714,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-02-27,Filin,"City of Chicago",22666,2015-04-07
5715,2015-01-01,2015-03-31,23881,"Filing fee",500,2015-01-30,"Filing fee","City of Chicago",24689,2015-04-07
5716,2015-01-01,2015-03-31,23881,"Filing fee",500,2015-01-30,"Filing fee","City of Chicago",24690,2015-04-07
5717,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing fee","City of Chicago",24692,2015-04-07
5718,2015-01-01,2015-03-31,23881,"Filing fee",500,2015-03-31,"Filing fee","City of Chicago",25221,2015-04-07
5719,2015-01-01,2015-03-31,23881,"Filing fee",1000,2015-03-31,"Filing fee","City of Chicago",25021,2015-04-07
5721,2015-01-01,2015-03-31,22495,"Oppose E15 Mandae",541,2015-01-22,Lodging,"Hilton Garden Inn",23061,2015-04-07
5722,2015-01-01,2015-03-31,22495,"Oppose E15",361,2015-02-07,Lodging,"Hilton Garden Inn",23061,2015-04-07
5723,2015-01-01,2015-03-31,22495,"Oppose E15 Mandate",890,2015-03-20,Lodging,"Hilton Garden Inn",23061,2015-04-07
5741,2015-01-01,2015-03-31,22400,"Meetings with City Council and Mayor's Office",569,2015-01-23,"Hotel, City Visits","The Wit Hotel, Chicago.",20441,2015-04-08
5761,2015-01-01,2015-03-31,22572,"Procurement of Financial Services",377,2015-02-05,"travel expense",n/a,24502,2015-04-09
5782,2015-01-01,2015-03-31,16563,"Implementation of the City Digital Network",1200,2015-04-28,"Travel to/from to Chicago for City Digital Network","Delta, Westin, Taxis",16623,2015-04-10
5783,2015-01-01,2015-03-31,16563,"Implementations of the City Digital Network",1100,2015-02-26,"Travel to/from to Chicago for City Digital Network","Delta, Aloft, Taxis",16623,2015-04-10
5784,2015-01-01,2015-03-31,16563,"Implementation of the City Digital Network",625,2015-01-14,"Travel to Chicago for City Digital Network","Delta, Aloft, Taxis",16623,2015-04-10
5841,2015-01-01,2015-03-31,22328,"Demonstration of Client Receiving/Distribution System at San Diego Airport to City official",342,2015-03-09,Meeting,"Manchester Grand Hyatt HotelSan Diego, California",11903,2015-04-12
5842,2015-01-01,2015-03-31,22328,"San Diego Meeting",412,2015-01-24,Airfare,Orbitz,11903,2015-04-12
5881,2015-01-01,2015-03-31,22543,"Meetings with City Council",520,2015-01-07,"Airfare, City Visits","American Airlines",20441,2015-04-14
5901,2015-01-01,2015-03-31,22427,"Implementation of the City Digital Network",1100,2015-02-26,"Travel to/from to Chicago for City Digital Network","Delta, Aloft, Taxis - Nature of business: travel",16623,2015-04-15
5902,2015-01-01,2015-03-31,22427,"Implementation of the City Digital Network",625,2015-01-14,"Travel to Chicago for City Digital Network","Delta, Aloft, Taxis - Nature of business: travel",16623,2015-04-15
5903,2015-01-01,2015-03-31,22427,"Implementaiton of the City Digital Network",1200,2015-01-29,"Travel to/from Chicago for City Digital Network","Delta, Westin, Taxis - Nature of business: travel",16623,2015-04-15
5921,2015-01-01,2015-03-31,22866,"Discussed the opportunity to implement Key's Pre-Paid Cards",714,2015-02-18,"Employee Travel Expense","United Airlines, Inc., 233 S Wacker Dr., Chicago, IL 60606, Airline",12608,2015-04-15
5941,2015-01-01,2015-03-31,22740,"Debt refinancing - O'Hare Airport",328,2015-03-25,Airfare,"American Airlines, 4333 Amon Carter Boulevard, Fort Worth, TX 76155, Airline",24588,2015-04-17
5942,2015-01-01,2015-03-31,22740,"Debt refinancing - O'Hare Airport",263,2015-03-25,"Car Service","Excel Worldwide, Inc. 45 Knollwood Road, Elmsford, NY  10523, Car Travel",24588,2015-04-17
5961,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",919,2015-01-08,Copying/Printing/Drafting,"FedEx Office",13687,2015-04-17
5962,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",987,2015-02-13,Airfare,United,13687,2015-04-17
5963,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",421,2015-01-22,Airfare,United,13687,2015-04-17
5964,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",1012,2015-01-13,Airfare,United,13687,2015-04-17
5965,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",591,2015-01-05,Airfare,United,13687,2015-04-17
5966,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",344,2015-01-23,Hotel,Marriott,13687,2015-04-17
5967,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",955,2015-03-09,Airfare,United,13687,2015-04-17
5968,2015-01-01,2015-03-31,22756,"City of Chicago Presentation",1028,2015-03-24,Airfare,United,13687,2015-04-17
5969,2015-01-01,2015-03-31,22781,"Siting of New Stores and Reputation Advocacy",25000,2015-02-05,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron Street, Suite 600, Chicago, IL 60654--Communications Firm",20884,2015-04-17
5970,2015-01-01,2015-03-31,22781,"Siting of New Stores and Reputation Advocacy",25000,2015-03-04,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron Street, Suite 600, Chicago, IL 60654--Communications Firm",20884,2015-04-17
5971,2015-01-01,2015-03-31,22781,"Siting of New Stores and Reputation Advocac",25000,2015-03-31,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron Street, Suite 600, Chicago, IL 60654--Communications Firm",20884,2015-04-17
5972,2015-01-01,2015-03-31,22781,"Government and Regulatory Issues",6000,2015-01-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearborn Street, Suite 2200, Chicago, IL 60602--Government Affairs Firm",20884,2015-04-17
5973,2015-01-01,2015-03-31,22781,"Government and Regulatory Issues",6000,2015-02-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearborn Street, Suite 2200, Chicago, IL 60602--Government Affairs Firm",20884,2015-04-17
5974,2015-01-01,2015-03-31,22781,"Government and Regulatory Issues",6000,2015-03-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearborn Street, Suite 2200, Chicago, IL 60602--Government Affairs Firm",20884,2015-04-17
5981,2015-01-01,2015-03-31,23161,"seeking intro of City Council ordinances",505,2015-01-14,"pay fines","City of Chicago",24664,2015-04-20
6001,2015-01-01,2015-03-31,22770,"Monitor Implementation of Ordinance",1250,2015-01-31,Lobbying,"The Perman Group, 1904 West Newport Ave., Chicago, IL 60657, Public Affairs",24591,2015-04-20
6002,2015-01-01,2015-03-31,22770,"Monitor Implementation of Ordinance",1250,2015-02-28,Lobbying,"The Perman Group, 1904 West Newport Ave., Chicago, IL 60657, Public Affairs",24591,2015-04-20
6003,2015-01-01,2015-03-31,22770,"Monitor Implementation of Ordinance",1250,2015-03-31,Lobbying,"The Perman Group, 1904 West Newport Ave., Chicago, IL 60657, Public Affairs",24591,2015-04-20
6004,2015-01-01,2015-03-31,22822,"Red Light Training",500,2015-01-21,Airfare,"Southwest Airlines - 2702 Love Field Dr??Dallas, TX 75235",14759,2015-04-20
6005,2015-01-01,2015-03-31,22822,"Red Light Contract",500,2015-03-08,Airfare,"Southwest Airlines - 2702 Love Field Dr  Dallas, TX 75235",14759,2015-04-20
6006,2015-01-01,2015-03-31,22452,"Implementation Meeting for City contract",1180,2015-01-13,Transportation,"Virgin Airlines, 555 Airport Blvd., Burlingame, CA 94010, Airline",16623,2015-04-20
6007,2015-01-01,2015-03-31,22452,"Implementation Meeting for City contract",1278,2015-01-28,Trabsportation,"Virgin Airlines, 555 Airport Blvd., Burlingame, CA 94010, Airline",16623,2015-04-20
6008,2015-01-01,2015-03-31,22452,"Implementation Meeting for City contract",1111,2015-02-25,Transportation,"Virgin Airlines, 555 Airport Blvd., Burlingame, CA 94010, Airline",16623,2015-04-20
6009,2015-01-01,2015-03-31,22452,"Implementation Meeting for City contract",445,2015-01-13,Lodging,"Westin, 909 N Michigan, Chicago, IL, Hotel",16623,2015-04-20
6010,2015-01-01,2015-03-31,22452,"Implementation Meeting for City contract",513,2015-02-25,Lodging,"Westin, 909 N Michigan, Chicago, IL, Hotel",16623,2015-04-20
6011,2015-01-01,2015-03-31,22443,"City Digital Network Program Implementation Meetings",2627,2015-01-15,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2015-04-20
6012,2015-01-01,2015-03-31,22443,"City Digital Network Program Implementation Meetings",1875,2015-01-29,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2015-04-20
6013,2015-01-01,2015-03-31,22443,"CityDigital Network Program Implementation Meetings",2271,2015-03-05,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2015-04-20
